句子编号,情感极性,情感类型,情感强度,情感关键词,Intensity_norm,Intensity_polarized,Polarity_num,Emotional Types,Neutral_Polarity,Positive_Polarity,Negative_Polarity,小说编号
347,正,满足,7,商量，参加,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
348,正,满足,7,瞒，你,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
349,正,满足,7,不想，听,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
350,正,关心,7,黏，难受,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
351,正,满足,7,心里话,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
352,正,满足,7,明白，想法,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
353,正,满足,7,仁慈，孩子,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
354,正,回忆,7,记得，见到,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
355,正,满足,7,笑，美,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
356,正,满足,7,爱上，人,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
357,正,满足,7,回忆，美好,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
358,正,满足,7,亲，一下,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
359,正,满足,7,理解，事,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
360,负,失望,7,无能为力,0.75,-0.75,2.0,Disap,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
361,负,悲伤,8,感情，淡,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
362,正,欣赏,7,好，地方,0.75,0.75,1.0,Tru,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
363,负,悲伤,8,不能，一起,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
364,正,解释,7,礼貌，爱,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
365,正,解释,7,不一定，一辈子,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
366,正,建议,7,谈谈，好,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
367,正,满足,7,不关，事,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
368,正,关心,7,想，做,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
369,负,无奈,7,代替，了,0.75,-0.75,2.0,Disap,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
370,正,满足,7,做好，了,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
371,负,无奈,7,总不能，帮,0.75,-0.75,2.0,Disap,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
372,正,满足,7,美丽，地方,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
373,正,满足,7,看到，教堂,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
374,正,共鸣,7,想起，脸,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
375,正,好奇,7,看到，男人,0.75,0.75,1.0,Surp,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
376,负,嫌弃,7,有，心事,0.75,-0.75,2.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
377,正,满意,7,干净，安静,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
378,正,满意,7,喜欢，幸福,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
379,正,希望,7,努力，做,0.75,0.75,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
380,正,满足,7,没办法，努力,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
381,负,悲伤,8,崩溃,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
382,正,希望,7,试试，爱上,0.75,0.75,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
383,正,坚定,7,开始，新生活,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
384,负,悲伤,8,悲伤，样子,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
385,负,悲伤,8,不像，家,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
386,正,自豪,7,有，出息,0.75,0.75,1.0,Pri,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
387,正,自豪,7,大人,0.75,0.75,1.0,Pri,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
388,正,满足,7,闷住，过,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
389,正,希望,7,有，出息,0.75,0.75,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
390,负,嫌弃,7,丑事，嘴,0.75,-0.75,2.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
391,正,共鸣,7,听到，叫,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
392,负,嫌弃,7,看不起，样子,0.75,-0.75,2.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
393,正,希望,7,出色，人,0.75,0.75,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
394,正,担心,7,着急,0.75,0.75,1.0,Anx,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
395,正,满足,7,接到，我,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
396,正,满足,7,站在，望,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
397,正,满足,7,接到，我,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
398,负,悲伤,8,苍白，样子,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
399,负,悲伤,8,伤心，样子,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
400,负,悲伤,8,少，吃,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
401,负,悲伤,8,盛，吃,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
402,负,悲伤,8,捧着，碗,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
403,正,满足,7,做什么，可以,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
404,正,满足,7,笑，真笑,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
405,负,悲伤,8,矛盾,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
406,正,满足,7,怕，听见,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
407,正,满足,7,要钱,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
408,正,满足,7,吓一跳,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
409,正,满足,7,抱着，摸,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
410,正,满足,7,说，道理,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
411,正,满足,7,说，道理,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
412,正,满意,7,懂事，孩子,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
413,正,好奇,7,吵架，逃夜,0.75,0.75,1.0,Surp,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
414,正,满足,7,笑，送,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
415,正,关心,8,吓，找,0.875,0.875,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
416,负,责备,8,不懂事,0.875,-0.875,2.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
417,正,满足,7,拉，没，说话,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
418,正,满足,7,恢复，原来,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
419,正,满足,7,提醒，不是,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
420,正,满足,7,和气，一样,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
421,正,满足,7,看着，爸爸,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
422,正,同情,7,心疼，爸爸,0.75,0.75,1.0,Tru,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
423,正,满足,7,说，喜欢,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
424,正,满足,7,画，许多，小鸟,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
425,正,满足,7,吸，画，月亮,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
426,负,悲伤,8,伤心,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
427,正,满意,7,有趣，多,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
428,正,希望,7,和好，央,0.75,0.75,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
429,正,满足,7,帮，包,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
430,正,满足,7,做，吃,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
431,正,满足,7,吹，舒服,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
432,正,满足,7,凉鞋，排,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
433,正,希望,8,请，帮忙，和好,0.875,0.875,1.0,Hop,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
434,正,满足,7,蓝色，不，那么蓝,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
435,负,恐惧,8,滴，血,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
436,负,恐惧,8,知道，杀,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
437,负,恐惧,8,软软，死去,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
438,负,恐惧,8,喝，血,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
439,负,恐惧,8,发灰，褪,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
440,正,满足,7,恢复，样子,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
441,正,满足,7,画，盒子,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
442,正,满足,7,要，盒子，玩,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
443,正,满足,7,是，那个人,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
444,负,悲伤,8,哭,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
445,负,恐惧,8,尖叫,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
446,正,满足,7,跑，过来,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
447,正,安慰,7,不要怕,0.75,0.75,1.0,Calm,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
448,正,解释,7,能量，够,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
449,负,愤怒,8,可怕，事,0.875,-0.875,2.0,Ang,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
450,负,悲伤,8,生活，下去,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
451,负,悲伤,8,鸽子，飞,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
452,负,羞愧,8,走过来，羞愧,0.875,-0.875,2.0,Sha,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
453,正,满足,7,去，办,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
454,正,满足,7,回来,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
455,正,满足,7,高兴,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
456,正,同情,7,温和，悲伤,0.75,0.75,1.0,Tru,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
457,正,满意,7,想起，熊,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
458,负,悲伤,8,痛，难过,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
459,负,矛盾,8,愿意，不愿意,0.875,-0.875,2.0,Anx,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
460,正,满足,7,说，想吃什么,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
461,正,满足,7,插手，干活,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
462,正,满足,7,准备，好,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
463,正,满足,7,放，香油,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
464,正,满足,7,碰碰，说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
465,正,满足,7,想，是嘛,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
466,正,满足,7,好，吃,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
467,正,满足,7,放，香油，香,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
468,正,满足,7,笑，看,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
469,正,好奇,7,不明白，说,0.75,0.75,1.0,Surp,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
470,正,满足,7,精灵，不说话,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
471,正,满足,7,喝，可乐,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
472,正,满足,7,说，喝,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
473,正,满足,7,举，手,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
474,正,满足,7,装，听,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
475,正,欢乐,8,放声，笑,0.875,0.875,1.0,Joy,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
476,正,欢乐,8,放，屁，笑,0.875,0.875,1.0,Joy,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
477,正,满足,7,上班，去,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
478,正,满足,7,问，事,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
479,正,满足,7,喜欢，小,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
480,正,满足,7,吹，过来,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
481,负,悲伤,8,不再，出现,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
482,负,悲伤,8,没有，纪念,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
483,正,满足,7,闻到，味道,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
484,正,关心,7,说，提醒,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
485,正,满足,7,打扫，一遍,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
486,正,满足,7,买，好，衣服,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
487,正,满足,7,说，有教养,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
488,正,满足,7,领，飞,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
489,负,恐惧,8,伸不出，手,0.875,-0.875,2.0,Fear,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
490,正,满足,7,拿，竹竿,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
491,正,解释,7,这样，带,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
492,正,满足,7,别叫,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
493,正,满足,7,带，飞,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
494,正,满足,7,发誓，闭着嘴,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
495,正,幽默,7,飞，不过来,0.75,0.75,1.0,,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
496,正,满足,7,认识，多,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
497,正,满足,7,忙，挣,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
498,正,满足,7,点头，说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
499,正,满足,7,应，说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
500,正,满足,7,认真，说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
501,正,满足,7,笑，说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
502,正,满足,7,领，穿,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
503,正,满足,7,拐，进去,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
504,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
505,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
506,正,满足,8,求，显一显身,0.875,0.875,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
507,正,满足,8,伸，过去，塞,0.875,0.875,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
508,正,满足,7,凉凉的,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
509,正,满足,7,带，飞高,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
510,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
511,负,悲伤,8,悲哀，伤害,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
512,正,欣赏,8,美丽，小鸟,0.875,0.875,1.0,Tru,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
513,正,满足,7,美好，跳,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
514,正,满足,7,快活，小孩,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
515,正,满足,7,听，心跳,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
516,正,满足,7,拉，往回飞,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
517,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
518,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
519,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
520,正,满足,7,看着，呜咽,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
521,正,满足,7,知道，走,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
522,正,满足,7,伸，手掌,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
523,正,满足,7,拐，进，走,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
524,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
525,正,满足,7,看，满意，叹气,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
526,正,满足,7,好看,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
527,正,满足,7,交，信封,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
528,正,满足,7,接，过去,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
529,正,满足,7,摸，脸,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
530,正,满足,7,抱住，抱，空,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
531,正,满足,7,变空，走,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
532,正,满足,7,看到，摸，不到,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
533,正,满足,7,变蓝，笼罩,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
534,负,悲伤,9,模糊，说不出,1.0,-1.0,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
535,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
536,负,悲伤,9,拉，衣服，掠，过,1.0,-1.0,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
537,正,满足,7,哗哗，响，分开,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
538,正,满足,7,淡，散,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
539,负,悲伤,9,没有，了,1.0,-1.0,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
540,正,满足,7,飘，出来，变旧,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
541,正,满足,7,还，给我,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
542,正,满足,7,贴，上，花朵,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
543,负,悲伤,8,放声，大哭,0.875,-0.875,2.0,Sad,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
544,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
545,正,满足,7,说,0.75,0.75,1.0,Sat,0.0048250904704463,0.7400482509047045,0.2551266586248492,B12
1,负,惊讶,7,传，远，吵醒,0.75,-0.75,2.0,Surp,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
2,正,关心,8,糟，送，蛙大夫,0.875,0.875,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
3,正,关心,7,紧紧，跟,0.75,0.75,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
4,正,关心,7,帮忙，问,0.75,0.75,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
5,正,惊讶,7,说什么，一遍,0.75,0.75,1.0,Surp,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
6,正,满足,8,找到，眉开眼笑,0.875,0.875,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
7,中,,6,说,0.625,0.0,0.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
8,正,关心,7,钉，牌子,0.75,0.75,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
9,中,,6,吵醒，睡,0.625,0.0,0.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
10,正,满足,7,知道，担心,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
11,正,惊讶,7,家，尾鼠家,0.75,0.75,1.0,Surp,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
12,正,满足,7,明白,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
13,中,,6,说,0.625,0.0,0.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
14,正,关心,7,叫，敲，门,0.75,0.75,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
15,正,满足,7,回家,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
16,正,希望,7,找到,0.75,0.75,1.0,Hop,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
17,正,满足,7,摸，粉笔,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
18,正,满足,7,找到，兔尾巴,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
19,正,满意,7,大方，送,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
20,正,满意,7,有道理，做,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
21,正,满意,7,想，好,0.75,0.75,1.0,Sat,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
22,正,惊讶,7,梦，钓，大,0.75,0.75,1.0,Surp,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
23,负,恐惧,7,砰砰，响,0.75,-0.75,2.0,Fear,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
24,负,恐惧,8,抄，躲，问,0.875,-0.875,2.0,Fear,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
25,负,惊讶,8,做梦，叫不醒,0.875,-0.875,2.0,Surp,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
26,正,关心,7,送，回家,0.75,0.75,1.0,,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
27,负,愤怒,7,吐，水泡，生气,0.75,-0.75,2.0,Ang,0.0362647325475974,0.8748866727107888,0.0888485947416137,B13
